"('date', '')","('open', 'CRCL')","('high', 'CRCL')","('low', 'CRCL')","('close', 'CRCL')","('volume', 'CRCL')"
2025-07-28 00:00:00+00:00,196.97500610351562,197.89999389648438,183.91000366210938,185.36000061035156,9524200
2025-07-29 00:00:00+00:00,187.875,190.75,180.6820068359375,181.63999938964844,9534800
2025-07-30 00:00:00+00:00,182.6199951171875,193.33399963378906,182.10000610351562,190.5,9317700
2025-07-31 00:00:00+00:00,188.7550048828125,189.8699951171875,183.0,183.52000427246094,5770600
2025-08-01 00:00:00+00:00,176.92999267578125,181.5500030517578,167.3000030517578,168.10000610351562,12924900
2025-08-04 00:00:00+00:00,172.10000610351562,172.10000610351562,154.5,164.82000732421875,11701300
2025-08-05 00:00:00+00:00,160.0,164.32000732421875,153.91000366210938,153.92999267578125,7802400
2025-08-06 00:00:00+00:00,150.08999633789062,162.44000244140625,149.0,161.7100067138672,8357900
2025-08-07 00:00:00+00:00,167.67999267578125,169.9199981689453,151.10000610351562,152.92999267578125,10166300
2025-08-08 00:00:00+00:00,155.01499938964844,163.22000122070312,154.11700439453125,159.02999877929688,8921000
2025-08-11 00:00:00+00:00,161.0050048828125,169.8000030517578,155.52699279785156,161.1699981689453,11888900
2025-08-12 00:00:00+00:00,186.3000030517578,189.9199981689453,161.50999450683594,163.2100067138672,33232700
2025-08-13 00:00:00+00:00,156.63999938964844,164.63999938964844,152.14999389648438,153.16000366210938,17877900
2025-08-14 00:00:00+00:00,152.0,156.8000030517578,136.39999389648438,139.22999572753906,17905900
2025-08-15 00:00:00+00:00,141.15499877929688,151.47000122070312,139.25,149.25999450683594,23286200
2025-08-18 00:00:00+00:00,148.69500732421875,149.4499969482422,141.35000610351562,141.5800018310547,8683100
2025-08-19 00:00:00+00:00,143.97999572753906,144.64999389648438,133.11000061035156,135.22999572753906,9688100
2025-08-20 00:00:00+00:00,136.94000244140625,139.5,129.10000610351562,137.80999755859375,9944100
2025-08-21 00:00:00+00:00,135.0,136.99000549316406,131.58999633789062,131.8000030517578,4986600
2025-08-22 00:00:00+00:00,132.99000549316406,144.6999969482422,131.0500030517578,135.0399932861328,13309100
2025-08-25 00:00:00+00:00,134.36000061035156,135.32000732421875,124.69999694824219,125.23999786376953,10419800
2025-08-26 00:00:00+00:00,125.5999984741211,130.25,124.16000366210938,129.0500030517578,6923300
2025-08-27 00:00:00+00:00,129.0500030517578,130.26300048828125,126.01000213623047,127.4000015258789,5567700
2025-08-28 00:00:00+00:00,129.0,132.77999877929688,127.66300201416016,130.94000244140625,5588700
2025-08-29 00:00:00+00:00,131.07000732421875,135.97000122070312,129.0,131.97999572753906,8140600
2025-09-02 00:00:00+00:00,128.55999755859375,131.69000244140625,119.5999984741211,120.13999938964844,10272400
2025-09-03 00:00:00+00:00,122.08999633789062,122.27100372314453,116.5999984741211,118.45999908447266,9473300
2025-09-04 00:00:00+00:00,117.63999938964844,120.31999969482422,115.08000183105469,117.48999786376953,6393600
2025-09-05 00:00:00+00:00,117.77999877929688,118.80000305175781,108.0199966430664,114.55999755859375,11544500
2025-09-08 00:00:00+00:00,114.0,117.77999877929688,110.05000305175781,112.45999908447266,8410400
2025-09-09 00:00:00+00:00,113.62999725341797,120.75,112.62000274658203,117.98999786376953,9098700
2025-09-10 00:00:00+00:00,119.96499633789062,124.9800033569336,113.16999816894531,113.69000244140625,9925500
2025-09-11 00:00:00+00:00,114.22000122070312,136.49000549316406,113.30000305175781,133.6999969482422,23638300
2025-09-12 00:00:00+00:00,134.85000610351562,134.89999389648438,124.5,125.31999969482422,15291500
2025-09-15 00:00:00+00:00,129.89999389648438,135.77999877929688,125.08000183105469,134.0500030517578,12573800
2025-09-16 00:00:00+00:00,139.60000610351562,142.5500030517578,133.9199981689453,134.80999755859375,12723000
2025-09-17 00:00:00+00:00,135.0,146.5,128.25999450683594,131.0399932861328,19405300
2025-09-18 00:00:00+00:00,134.74000549316406,143.5800018310547,134.07000732421875,140.4199981689453,15939000
2025-09-19 00:00:00+00:00,145.0500030517578,147.6999969482422,139.52999877929688,144.13999938964844,16115600
2025-09-22 00:00:00+00:00,139.8800048828125,140.7100067138672,134.55999755859375,137.63999938964844,9117400
2025-09-23 00:00:00+00:00,138.6699981689453,141.60000610351562,130.6999969482422,130.97000122070312,8952100
2025-09-24 00:00:00+00:00,133.72999572753906,136.33999633789062,130.0399932861328,131.5800018310547,9155800
2025-09-25 00:00:00+00:00,128.99000549316406,130.25999450683594,124.30000305175781,124.66000366210938,7729900
2025-09-26 00:00:00+00:00,125.41999816894531,128.49000549316406,122.83000183105469,126.98999786376953,5447300
