"('date', '')","('open', 'AII')","('high', 'AII')","('low', 'AII')","('close', 'AII')","('volume', 'AII')"
2025-09-15 00:00:00+00:00,19.81999969482422,20.530000686645508,19.545000076293945,20.270000457763672,188000
2025-09-16 00:00:00+00:00,20.469999313354492,20.639999389648438,19.809999465942383,20.5,129300
2025-09-17 00:00:00+00:00,20.094999313354492,21.440000534057617,19.92799949645996,21.110000610351562,116300
2025-09-18 00:00:00+00:00,21.34000015258789,21.3700008392334,20.709999084472656,21.0,136300
2025-09-19 00:00:00+00:00,21.1200008392334,22.059999465942383,20.049999237060547,21.510000228881836,1045000
2025-09-22 00:00:00+00:00,21.540000915527344,22.790000915527344,21.479999542236328,22.459999084472656,147600
2025-09-23 00:00:00+00:00,22.3799991607666,22.881999969482422,21.709999084472656,21.989999771118164,107400
2025-09-24 00:00:00+00:00,21.660999298095703,21.9950008392334,21.15999984741211,21.40999984741211,77200
2025-09-25 00:00:00+00:00,21.360000610351562,21.520000457763672,21.100000381469727,21.3700008392334,58400
2025-09-26 00:00:00+00:00,21.530000686645508,22.25,21.479999542236328,21.979999542236328,151100
