"('date', '')","('open', 'ASIC')","('high', 'ASIC')","('low', 'ASIC')","('close', 'ASIC')","('volume', 'ASIC')"
2025-07-29 00:00:00+00:00,21.31999969482422,21.450000762939453,20.170000076293945,20.440000534057617,119700
2025-07-30 00:00:00+00:00,19.93000030517578,20.799999237060547,19.299999237060547,19.719999313354492,165600
2025-07-31 00:00:00+00:00,19.670000076293945,20.155000686645508,19.40999984741211,19.979999542236328,107000
2025-08-01 00:00:00+00:00,19.780000686645508,20.354999542236328,19.610000610351562,19.899999618530273,114600
2025-08-04 00:00:00+00:00,19.81999969482422,20.299999237060547,19.41200065612793,19.5,94400
2025-08-05 00:00:00+00:00,19.6200008392334,19.829999923706055,19.48200035095215,19.739999771118164,33200
2025-08-06 00:00:00+00:00,19.649999618530273,20.489999771118164,19.399999618530273,19.989999771118164,104400
2025-08-07 00:00:00+00:00,20.190000534057617,20.190000534057617,19.510000228881836,19.700000762939453,36300
2025-08-08 00:00:00+00:00,19.8799991607666,20.165000915527344,18.81999969482422,19.09000015258789,130200
2025-08-11 00:00:00+00:00,19.15999984741211,19.290000915527344,18.5,18.68000030517578,169600
2025-08-12 00:00:00+00:00,20.149999618530273,20.149999618530273,19.0,19.860000610351562,272500
2025-08-13 00:00:00+00:00,19.459999084472656,20.850000381469727,19.31999969482422,20.780000686645508,349600
2025-08-14 00:00:00+00:00,20.5,22.420000076293945,19.746000289916992,21.850000381469727,207500
2025-08-15 00:00:00+00:00,21.899999618530273,21.899999618530273,20.799999237060547,21.469999313354492,51200
2025-08-18 00:00:00+00:00,21.469999313354492,22.450000762939453,21.270000457763672,22.110000610351562,107100
2025-08-19 00:00:00+00:00,22.25,22.700000762939453,20.959999084472656,21.530000686645508,173500
2025-08-20 00:00:00+00:00,21.760000228881836,22.06999969482422,21.479999542236328,21.84000015258789,46000
2025-08-21 00:00:00+00:00,21.84000015258789,22.290000915527344,21.389999389648438,21.8799991607666,41500
2025-08-22 00:00:00+00:00,22.15999984741211,22.68000030517578,21.719999313354492,22.65999984741211,56500
2025-08-25 00:00:00+00:00,22.700000762939453,23.790000915527344,22.700000762939453,22.799999237060547,135600
2025-08-26 00:00:00+00:00,22.90999984741211,23.139999389648438,22.635000228881836,22.799999237060547,49800
2025-08-27 00:00:00+00:00,22.809999465942383,23.780000686645508,22.299999237060547,23.3700008392334,89700
2025-08-28 00:00:00+00:00,23.510000228881836,23.510000228881836,22.084999084472656,22.40999984741211,44200
2025-08-29 00:00:00+00:00,22.690000534057617,23.014999389648438,22.280000686645508,22.639999389648438,51300
2025-09-02 00:00:00+00:00,22.530000686645508,22.700000762939453,22.149999618530273,22.25,42000
2025-09-03 00:00:00+00:00,22.110000610351562,22.7450008392334,22.110000610351562,22.59000015258789,46500
2025-09-04 00:00:00+00:00,22.809999465942383,23.139999389648438,22.100000381469727,22.440000534057617,73800
2025-09-05 00:00:00+00:00,22.350000381469727,22.441999435424805,21.135000228881836,21.299999237060547,91300
2025-09-08 00:00:00+00:00,21.299999237060547,21.790000915527344,20.829999923706055,21.739999771118164,85100
2025-09-09 00:00:00+00:00,21.899999618530273,22.024999618530273,21.295000076293945,21.600000381469727,53200
2025-09-10 00:00:00+00:00,21.520000457763672,21.829999923706055,21.014999389648438,21.139999389648438,56400
2025-09-11 00:00:00+00:00,21.229999542236328,21.40999984741211,20.739999771118164,20.93000030517578,111800
2025-09-12 00:00:00+00:00,20.68000030517578,21.594999313354492,20.3799991607666,21.0,93000
2025-09-15 00:00:00+00:00,21.170000076293945,21.469999313354492,20.31999969482422,20.489999771118164,78700
2025-09-16 00:00:00+00:00,20.600000381469727,21.600000381469727,20.350000381469727,20.639999389648438,147400
2025-09-17 00:00:00+00:00,20.8700008392334,21.135000228881836,20.549999237060547,20.610000610351562,189100
2025-09-18 00:00:00+00:00,21.0,21.600000381469727,20.899999618530273,21.15999984741211,210500
2025-09-19 00:00:00+00:00,21.149999618530273,21.329999923706055,20.329999923706055,20.559999465942383,1235000
2025-09-22 00:00:00+00:00,20.760000228881836,21.139999389648438,20.559999465942383,20.989999771118164,178200
2025-09-23 00:00:00+00:00,20.950000762939453,21.200000762939453,20.15999984741211,20.31999969482422,155500
2025-09-24 00:00:00+00:00,20.239999771118164,20.325000762939453,19.059999465942383,19.1200008392334,132500
2025-09-25 00:00:00+00:00,19.09000015258789,19.976999282836914,18.809999465942383,19.290000915527344,234100
2025-09-26 00:00:00+00:00,19.399999618530273,20.059999465942383,19.155000686645508,19.520000457763672,176300
