"('date', '')","('open', 'AKAF')","('high', 'AKAF')","('low', 'AKAF')","('close', 'AKAF')","('volume', 'AKAF')"
2025-08-08 00:00:00+00:00,26.59000015258789,26.59000015258789,26.51799964904785,26.51799964904785,2400
2025-08-11 00:00:00+00:00,26.600000381469727,27.280000686645508,26.38800048828125,26.38800048828125,5600
2025-08-12 00:00:00+00:00,26.579999923706055,27.649999618530273,26.579999923706055,26.89699935913086,3000
2025-08-13 00:00:00+00:00,27.0,27.549999237060547,26.950000762939453,27.065000534057617,3000
2025-08-14 00:00:00+00:00,26.889999389648438,27.450000762939453,26.799999237060547,26.875,2800
2025-08-15 00:00:00+00:00,26.920000076293945,27.709999084472656,26.900999069213867,26.900999069213867,8000
2025-08-18 00:00:00+00:00,26.90999984741211,27.0,26.90999984741211,26.983999252319336,3500
2025-08-19 00:00:00+00:00,27.059999465942383,27.059999465942383,26.927000045776367,26.927000045776367,3700
2025-08-20 00:00:00+00:00,26.850000381469727,26.9060001373291,26.850000381469727,26.9060001373291,3800
2025-08-21 00:00:00+00:00,26.899999618530273,26.902000427246094,26.889999389648438,26.902000427246094,3100
2025-08-22 00:00:00+00:00,27.530000686645508,28.1299991607666,27.530000686645508,27.554000854492188,4400
2025-08-25 00:00:00+00:00,27.649999618530273,27.649999618530273,27.457000732421875,27.457000732421875,4700
2025-08-26 00:00:00+00:00,27.632999420166016,27.632999420166016,27.632999420166016,27.632999420166016,0
2025-08-27 00:00:00+00:00,27.700000762939453,27.750999450683594,27.690000534057617,27.750999450683594,400
2025-08-28 00:00:00+00:00,27.770000457763672,27.792999267578125,27.770000457763672,27.792999267578125,1200
2025-08-29 00:00:00+00:00,27.822999954223633,27.822999954223633,27.822999954223633,27.822999954223633,100
2025-09-02 00:00:00+00:00,27.750999450683594,27.750999450683594,27.750999450683594,27.750999450683594,100
2025-09-03 00:00:00+00:00,27.670000076293945,27.670000076293945,27.670000076293945,27.670000076293945,0
2025-09-04 00:00:00+00:00,27.8700008392334,27.8700008392334,27.8700008392334,27.8700008392334,100
2025-09-05 00:00:00+00:00,27.799999237060547,27.85300064086914,27.799999237060547,27.85300064086914,900
2025-09-08 00:00:00+00:00,27.97100067138672,27.97100067138672,27.97100067138672,27.97100067138672,100
2025-09-09 00:00:00+00:00,27.93400001525879,27.93400001525879,27.93400001525879,27.93400001525879,100
2025-09-10 00:00:00+00:00,28.052000045776367,28.052000045776367,28.052000045776367,28.052000045776367,100
2025-09-11 00:00:00+00:00,28.381999969482422,28.381999969482422,28.381999969482422,28.381999969482422,100
2025-09-12 00:00:00+00:00,28.219999313354492,28.219999313354492,28.150999069213867,28.150999069213867,200
2025-09-15 00:00:00+00:00,28.170000076293945,28.170000076293945,28.170000076293945,28.170000076293945,100
2025-09-16 00:00:00+00:00,28.16900062561035,28.16900062561035,28.16900062561035,28.16900062561035,0
2025-09-17 00:00:00+00:00,28.011999130249023,28.011999130249023,28.011999130249023,28.011999130249023,100
2025-09-18 00:00:00+00:00,28.07200050354004,28.07200050354004,28.07200050354004,28.07200050354004,100
2025-09-19 00:00:00+00:00,28.145000457763672,28.145000457763672,28.145000457763672,28.145000457763672,100
2025-09-22 00:00:00+00:00,28.100000381469727,28.246999740600586,28.100000381469727,28.246999740600586,200
2025-09-23 00:00:00+00:00,28.5,28.5,28.34000015258789,28.34000015258789,900
2025-09-24 00:00:00+00:00,28.3700008392334,28.3700008392334,28.249000549316406,28.249000549316406,200
2025-09-25 00:00:00+00:00,28.166000366210938,28.166000366210938,28.166000366210938,28.166000366210938,100
2025-09-26 00:00:00+00:00,28.450000762939453,29.1299991607666,28.410999298095703,28.410999298095703,300
