"('date', '')","('open', 'COPL')","('high', 'COPL')","('low', 'COPL')","('close', 'COPL')","('volume', 'COPL')"
2025-08-29 00:00:00+00:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,1100
2025-09-02 00:00:00+00:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,8300
2025-09-03 00:00:00+00:00,10.100000381469727,10.100000381469727,10.081999778747559,10.081999778747559,400
2025-09-04 00:00:00+00:00,10.149999618530273,10.149999618530273,10.100000381469727,10.100000381469727,400
2025-09-05 00:00:00+00:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0
2025-09-08 00:00:00+00:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,6900
2025-09-09 00:00:00+00:00,10.086999893188477,10.104999542236328,10.079999923706055,10.100000381469727,57800
2025-09-10 00:00:00+00:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0
2025-09-11 00:00:00+00:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,1200
2025-09-12 00:00:00+00:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0
2025-09-15 00:00:00+00:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0
2025-09-16 00:00:00+00:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,3100
2025-09-17 00:00:00+00:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0
2025-09-18 00:00:00+00:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100
2025-09-19 00:00:00+00:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100
2025-09-22 00:00:00+00:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100
2025-09-23 00:00:00+00:00,10.100000381469727,10.10099983215332,10.100000381469727,10.10099983215332,31100
2025-09-24 00:00:00+00:00,10.100000381469727,10.109999656677246,10.100000381469727,10.109999656677246,6200
2025-09-25 00:00:00+00:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,43200
2025-09-26 00:00:00+00:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0
