"('date', '')","('open', 'AMRZ')","('high', 'AMRZ')","('low', 'AMRZ')","('close', 'AMRZ')","('volume', 'AMRZ')"
2025-08-04 00:00:00+00:00,50.720001220703125,50.84000015258789,50.2400016784668,50.779998779296875,1971000
2025-08-05 00:00:00+00:00,50.59000015258789,50.599998474121094,49.81999969482422,50.189998626708984,1525900
2025-08-06 00:00:00+00:00,49.7599983215332,50.08000183105469,49.06999969482422,50.0099983215332,3424900
2025-08-07 00:00:00+00:00,44.7400016784668,47.81999969482422,44.119998931884766,46.650001525878906,9773100
2025-08-08 00:00:00+00:00,46.650001525878906,47.779998779296875,46.369998931884766,47.66999816894531,4366300
2025-08-11 00:00:00+00:00,47.68000030517578,48.029998779296875,47.34000015258789,47.36000061035156,2765900
2025-08-12 00:00:00+00:00,46.81999969482422,48.599998474121094,46.814998626708984,48.56999969482422,2896400
2025-08-13 00:00:00+00:00,49.97999954223633,51.599998474121094,49.900001525878906,51.560001373291016,4170000
2025-08-14 00:00:00+00:00,51.5099983215332,51.91999816894531,51.07500076293945,51.47999954223633,2486400
2025-08-15 00:00:00+00:00,51.880001068115234,52.31999969482422,51.380001068115234,51.380001068115234,1658300
2025-08-18 00:00:00+00:00,51.06999969482422,51.150001525878906,50.47999954223633,50.4900016784668,1755400
2025-08-19 00:00:00+00:00,50.34000015258789,50.97999954223633,50.119998931884766,50.959999084472656,1682100
2025-08-20 00:00:00+00:00,50.40999984741211,50.5099983215332,49.04999923706055,49.29999923706055,2363100
2025-08-21 00:00:00+00:00,48.650001525878906,49.47999954223633,48.650001525878906,49.439998626708984,1847700
2025-08-22 00:00:00+00:00,49.529998779296875,51.505001068115234,49.40999984741211,51.2400016784668,1589300
2025-08-25 00:00:00+00:00,50.90999984741211,51.70000076293945,50.77000045776367,51.150001525878906,2168400
2025-08-26 00:00:00+00:00,51.189998626708984,52.209999084472656,51.130001068115234,51.959999084472656,1691700
2025-08-27 00:00:00+00:00,52.0,52.244998931884766,51.43000030517578,51.959999084472656,1808900
2025-08-28 00:00:00+00:00,52.060001373291016,52.310001373291016,51.744998931884766,52.04999923706055,1074000
2025-08-29 00:00:00+00:00,52.2400016784668,52.66999816894531,51.91999816894531,52.0099983215332,1882900
2025-09-02 00:00:00+00:00,51.02000045776367,52.68000030517578,50.832000732421875,52.66999816894531,2542100
2025-09-03 00:00:00+00:00,52.779998779296875,53.11000061035156,51.849998474121094,51.849998474121094,2398400
2025-09-04 00:00:00+00:00,51.869998931884766,52.2400016784668,51.380001068115234,52.2400016784668,1382300
2025-09-05 00:00:00+00:00,52.68000030517578,53.72999954223633,52.58000183105469,53.63999938964844,3765300
2025-09-08 00:00:00+00:00,54.849998474121094,55.79499816894531,54.459999084472656,55.06999969482422,6365000
2025-09-09 00:00:00+00:00,55.08000183105469,55.154998779296875,54.150001525878906,54.380001068115234,3293600
2025-09-10 00:00:00+00:00,54.65999984741211,54.76499938964844,53.349998474121094,53.88999938964844,2351700
2025-09-11 00:00:00+00:00,54.119998931884766,55.790000915527344,54.060001373291016,55.630001068115234,3217300
2025-09-12 00:00:00+00:00,55.119998931884766,55.84000015258789,55.060001373291016,55.060001373291016,3568200
2025-09-15 00:00:00+00:00,55.029998779296875,55.220001220703125,54.334999084472656,54.369998931884766,3380000
2025-09-16 00:00:00+00:00,54.18000030517578,54.70000076293945,53.68000030517578,54.59000015258789,4593900
2025-09-17 00:00:00+00:00,54.77000045776367,55.04999923706055,53.63999938964844,53.79999923706055,4707600
2025-09-18 00:00:00+00:00,53.5,53.52000045776367,51.98500061035156,52.220001220703125,5338800
2025-09-19 00:00:00+00:00,51.90999984741211,52.0,49.900001525878906,50.400001525878906,40632400
2025-09-22 00:00:00+00:00,50.02000045776367,50.66999816894531,49.70000076293945,50.52000045776367,5149600
2025-09-23 00:00:00+00:00,50.689998626708984,51.2599983215332,50.2599983215332,50.2599983215332,3750100
2025-09-24 00:00:00+00:00,49.79999923706055,49.880001068115234,48.43000030517578,48.630001068115234,6401800
2025-09-25 00:00:00+00:00,47.060001373291016,47.665000915527344,46.92300033569336,47.36000061035156,5386000
2025-09-26 00:00:00+00:00,47.11000061035156,47.7599983215332,46.880001068115234,47.66999816894531,3883400
