"('date', '')","('open', 'BKNG')","('high', 'BKNG')","('low', 'BKNG')","('close', 'BKNG')","('volume', 'BKNG')"
2024-03-08 00:00:00+00:00,3436.3197458551167,3468.9536251875074,3410.26813808049,3444.937744140625,305400
2024-03-11 00:00:00+00:00,3437.0909450164086,3504.552719495773,3435.8258844333636,3461.77880859375,235500
2024-03-12 00:00:00+00:00,3481.0803934365,3502.0027530401094,3456.639606766973,3459.07080078125,188400
2024-03-13 00:00:00+00:00,3459.07080078125,3478.560165024519,3441.5085848698614,3459.07080078125,232600
2024-03-14 00:00:00+00:00,3508.486027246782,3508.486027246782,3459.347485701139,3470.49560546875,347900
2024-03-15 00:00:00+00:00,3457.3805208534804,3460.0587911092243,3369.1445453495844,3374.056396484375,771100
2024-03-18 00:00:00+00:00,3425.9824842082503,3429.421769734989,3386.2427391364185,3410.57470703125,231000
2024-03-19 00:00:00+00:00,3413.7174111351264,3469.14144213943,3404.733623607827,3464.980712890625,187700
2024-03-20 00:00:00+00:00,3469.0326620452965,3580.6320809933754,3459.0803546135066,3536.642578125,430400
2024-03-21 00:00:00+00:00,3573.012615324261,3617.3874554526196,3544.717290833953,3605.15234375,304300
2024-03-22 00:00:00+00:00,3582.57946893801,3603.4822850088576,3562.3093038089473,3582.34228515625,205400
2024-03-25 00:00:00+00:00,3566.242706894174,3587.382706537062,3527.758130650179,3584.5263671875,166600
2024-03-26 00:00:00+00:00,3606.328520536172,3645.77172532985,3598.026846819542,3618.267333984375,274900
2024-03-27 00:00:00+00:00,3634.9297683638133,3668.028123525806,3613.3846513419085,3630.541748046875,209200
2024-03-28 00:00:00+00:00,3646.849004522,3651.4346380259635,3576.086201036533,3585.455322265625,274100
2024-04-01 00:00:00+00:00,3608.3346263429085,3612.1100225531623,3506.5094374833598,3527.135498046875,227600
2024-04-02 00:00:00+00:00,3477.453301039158,3543.145966481737,3477.453301039158,3524.387939453125,257200
2024-04-03 00:00:00+00:00,3556.91305167524,3603.4722503289463,3553.3748392248845,3589.902587890625,255000
2024-04-04 00:00:00+00:00,3615.222992376519,3628.5453366431707,3477.156706014999,3480.744140625,322600
2024-04-05 00:00:00+00:00,3488.7199524827597,3568.258794872774,3488.7199524827597,3559.779052734375,258500
2024-04-08 00:00:00+00:00,3547.899604542872,3591.7508548247397,3547.178160511053,3559.0576171875,165600
2024-04-09 00:00:00+00:00,3567.784158712539,3571.954780492273,3489.549953607579,3539.59765625,158000
2024-04-10 00:00:00+00:00,3530.792357821776,3575.0388357902434,3505.452057408398,3544.193603515625,181000
2024-04-11 00:00:00+00:00,3535.091173753989,3614.0470697071783,3526.3250256139186,3595.32861328125,174500
2024-04-12 00:00:00+00:00,3537.512557892456,3556.4978753724,3460.5530626693726,3490.498779296875,240800
2024-04-15 00:00:00+00:00,3541.169364683909,3582.8362554594623,3440.2731263243554,3444.86865234375,207600
2024-04-16 00:00:00+00:00,3429.9455075347255,3456.570412151481,3410.4363575629295,3427.2177734375,223300
2024-04-17 00:00:00+00:00,3432.3665945929006,3452.5576165070647,3390.452628367218,3403.636474609375,170900
2024-04-18 00:00:00+00:00,3429.4215683253055,3444.4041993229444,3384.0977523257975,3390.027587890625,156700
2024-04-19 00:00:00+00:00,3420.0423560443837,3437.5155362670303,3365.339529622451,3374.88671875,218800
2024-04-22 00:00:00+00:00,3400.8794001487854,3451.6782281749893,3384.473425281003,3422.50341796875,202300
2024-04-23 00:00:00+00:00,3427.6624285277267,3505.4222730133188,3427.6624285277267,3492.663330078125,152200
2024-04-24 00:00:00+00:00,3464.2594529427956,3529.3493893832947,3464.2594529427956,3476.385986328125,155900
2024-04-25 00:00:00+00:00,3481.52478530192,3483.7781516138325,3425.7349678402898,3461.521484375,142700
2024-04-26 00:00:00+00:00,3443.484885509434,3500.45097003954,3443.484885509434,3479.904052734375,146000
2024-04-29 00:00:00+00:00,3479.904344141815,3490.7658167326463,3446.459984387454,3473.69775390625,146500
2024-04-30 00:00:00+00:00,3471.711096809605,3475.021776780101,3403.952786870488,3411.66162109375,232100
2024-05-01 00:00:00+00:00,3397.0549092878355,3444.3553421561237,3365.4093308329293,3375.697509765625,226200
2024-05-02 00:00:00+00:00,3399.772302908976,3447.121951811376,3354.260767864364,3432.29736328125,454200
2024-05-03 00:00:00+00:00,3656.7320924089813,3704.3782846613976,3525.19836387623,3535.5458984375,534600
2024-05-06 00:00:00+00:00,3576.4023852142554,3576.4023852142554,3479.755910277051,3556.329833984375,350000
2024-05-07 00:00:00+00:00,3538.8762666867733,3580.6915462230572,3508.495753699658,3563.247802734375,266300
2024-05-08 00:00:00+00:00,3561.6572023645613,3620.7579492774494,3531.217329381724,3617.199951171875,273200
2024-05-09 00:00:00+00:00,3597.433660640639,3756.4717770199763,3597.433660640639,3735.826171875,437000
2024-05-10 00:00:00+00:00,3739.205847722131,3766.9971249910595,3731.269722521121,3761.2451171875,283000
2024-05-13 00:00:00+00:00,3756.3036198981454,3763.2712246954998,3674.0073689491946,3701.20556640625,238400
2024-05-14 00:00:00+00:00,3685.9560725164897,3734.4817470334992,3685.392670598179,3728.72998046875,210800
2024-05-15 00:00:00+00:00,3739.028209043257,3752.469266255653,3705.3565583225613,3748.179931640625,192400
2024-05-16 00:00:00+00:00,3748.1798955930612,3752.6173795412146,3691.33251953125,3691.33251953125,198300
2024-05-17 00:00:00+00:00,3714.290851452916,3714.290851452916,3647.3529104279005,3664.984375,198400
2024-05-20 00:00:00+00:00,3660.665091002311,3729.2140910741996,3651.0587870735317,3724.54931640625,219900
2024-05-21 00:00:00+00:00,3728.097455917433,3783.057254589737,3705.2677338140893,3777.641357421875,224000
2024-05-22 00:00:00+00:00,3785.2114987544364,3807.94253386445,3753.8031091133703,3780.368896484375,203300
2024-05-23 00:00:00+00:00,3804.9779008842443,3804.9779008842443,3688.150293343575,3708.7958984375,218700
2024-05-24 00:00:00+00:00,3716.0300877011173,3762.5398200583923,3711.009416647827,3750.966796875,151800
2024-05-28 00:00:00+00:00,3752.1528351177762,3770.387030823613,3720.6751955021564,3745.798095703125,170700
2024-05-29 00:00:00+00:00,3707.1356476990977,3731.9026529100597,3683.139550089494,3690.62109375,255400
2024-05-30 00:00:00+00:00,3701.788947278549,3722.899027120319,3661.2486181568843,3710.71337890625,210200
2024-05-31 00:00:00+00:00,3703.1825755611776,3739.275529921273,3668.4437162358367,3732.189453125,353100
2024-06-03 00:00:00+00:00,3732.1890118390975,3740.1743592868047,3670.4592238052833,3719.62744140625,229900
2024-06-04 00:00:00+00:00,3728.384365247302,3779.044940190332,3724.8362598632675,3756.906982421875,162700
2024-06-05 00:00:00+00:00,3764.516557412116,3793.1180724626784,3710.021234560122,3786.239501953125,142600
2024-06-06 00:00:00+00:00,3786.2397670384607,3809.810719807986,3755.5627109203983,3765.505126953125,146400
2024-06-07 00:00:00+00:00,3751.607122134137,3784.2566287039867,3734.4898557901224,3777.174072265625,161400
2024-06-10 00:00:00+00:00,3769.705000352589,3769.705000352589,3711.3893896562063,3753.033447265625,226700
2024-06-11 00:00:00+00:00,3737.4417697104977,3783.909830987951,3727.2784003700326,3753.013671875,219300
2024-06-12 00:00:00+00:00,3771.1413305705614,3874.845182667257,3771.1413305705614,3839.8974609375,256500
2024-06-13 00:00:00+00:00,3813.736299323275,3829.753914391303,3784.4844175961134,3819.818359375,153700
2024-06-14 00:00:00+00:00,3800.8687139392664,3826.7229713844954,3778.1745932687445,3822.750732421875,143700
2024-06-17 00:00:00+00:00,3842.215413844375,3920.699114055943,3818.203744077065,3915.83544921875,180100
2024-06-18 00:00:00+00:00,3920.4316030144173,3951.545901544002,3900.352510319811,3935.755859375,179800
2024-06-20 00:00:00+00:00,3957.370539852142,3966.6819032094995,3923.9681822388193,3934.66650390625,212100
2024-06-21 00:00:00+00:00,3945.0776758511684,3955.072482359622,3903.6316839086785,3951.5263671875,498200
2024-06-24 00:00:00+00:00,3951.5358441446806,3980.2428561100355,3922.699930919216,3943.7001953125,161900
2024-06-25 00:00:00+00:00,3979.034649599072,3995.0126027647193,3948.4553024101588,3976.56787109375,150100
2024-06-26 00:00:00+00:00,3950.614557764871,3970.4360897007623,3933.73502185148,3944.869140625,175100
2024-06-27 00:00:00+00:00,4001.9463903855817,4001.9463903855817,3962.3231587976056,3971.634521484375,168500
2024-06-28 00:00:00+00:00,3956.3799127638677,3993.695015974092,3913.7849362368656,3924.18603515625,321200
2024-07-01 00:00:00+00:00,3939.887071179979,3939.887071179979,3833.31038422522,3848.287841796875,231100
2024-07-02 00:00:00+00:00,3840.293721838206,3885.43431609162,3840.293721838206,3879.322509765625,196200
2024-07-03 00:00:00+00:00,3875.657465739092,3899.8870344769334,3865.1968739897147,3879.99609375,79400
2024-07-05 00:00:00+00:00,3899.897092453801,3902.6509363203195,3868.218335267955,3893.13134765625,201700
2024-07-08 00:00:00+00:00,3895.766417861722,3965.0971634302086,3877.1731955440905,3947.09814453125,159500
2024-07-09 00:00:00+00:00,3967.1076172052667,3982.372379633886,3936.4687802135254,3940.01513671875,150800
2024-07-10 00:00:00+00:00,3942.6308847419405,3953.2992183164597,3912.794472578732,3952.46728515625,159000
2024-07-11 00:00:00+00:00,3961.3226543302517,3961.3226543302517,3889.148831732038,3899.33203125,229400
2024-07-12 00:00:00+00:00,3912.7943676841805,4013.5264765410184,3912.7943676841805,3988.50439453125,197600
2024-07-15 00:00:00+00:00,3996.617537726978,4061.3815994412,3975.458623764712,4049.49462890625,145500
2024-07-16 00:00:00+00:00,4078.2213447154872,4105.283839314171,4071.9213859632246,4080.29150390625,144400
2024-07-17 00:00:00+00:00,4063.442134215391,4070.009569431706,3951.73430791449,3952.06103515625,226800
2024-07-18 00:00:00+00:00,3964.4429632053348,3984.84902455919,3868.366540439831,3893.537353515625,189600
2024-07-19 00:00:00+00:00,3900.996828063433,3939.5204128990085,3893.537724856866,3929.882080078125,160100
2024-07-22 00:00:00+00:00,3938.5496894941343,3947.1082021276443,3868.218445038882,3872.576904296875,254600
2024-07-23 00:00:00+00:00,3870.199385811151,3908.227678280364,3864.8798505562763,3882.284423828125,208500
2024-07-24 00:00:00+00:00,3843.4539927735073,3854.4197913395165,3764.207518695703,3769.93310546875,322100
2024-07-25 00:00:00+00:00,3750.3394098327058,3750.3394098327058,3608.7359139231594,3625.4072265625,482500
2024-07-26 00:00:00+00:00,3663.703008050249,3679.2550793343607,3624.6838921667354,3666.1298828125,234000
2024-07-29 00:00:00+00:00,3699.9184011041543,3763.8403665874152,3680.2850221540134,3719.759521484375,224600
2024-07-30 00:00:00+00:00,3716.768398209076,3755.727778364467,3649.05218528099,3685.94140625,219700
2024-07-31 00:00:00+00:00,3740.4333394384757,3740.4333394384757,3665.2681796226493,3680.017822265625,393100
2024-08-01 00:00:00+00:00,3681.226285981018,3713.103110305437,3597.2249807767607,3629.66650390625,551900
2024-08-02 00:00:00+00:00,3280.3977341187456,3432.9174390374733,3260.051164703129,3296.78173828125,801500
2024-08-05 00:00:00+00:00,3174.8115232864902,3355.444032276031,3150.047002824037,3351.560791015625,665200
2024-08-06 00:00:00+00:00,3382.8338014312294,3457.900051673958,3354.592330065405,3384.894287109375,429300
2024-08-07 00:00:00+00:00,3370.5997308757755,3439.6334920297463,3260.7939920690806,3274.48388671875,419700
2024-08-08 00:00:00+00:00,3284.8355458487995,3377.464771902145,3276.742335756623,3362.87353515625,377300
2024-08-09 00:00:00+00:00,3362.8731962696634,3423.4471131233927,3362.8731962696634,3410.619140625,251800
2024-08-12 00:00:00+00:00,3409.985201202251,3438.771537600532,3367.25165144242,3406.78564453125,212700
2024-08-13 00:00:00+00:00,3452.1346414313048,3538.602483552075,3439.792042587887,3534.15478515625,263300
2024-08-14 00:00:00+00:00,3538.3550731728915,3576.264624617131,3524.1302246433565,3538.9296875,190000
2024-08-15 00:00:00+00:00,3585.9025828729505,3619.542668961361,3573.2627618850943,3600.434326171875,201800
2024-08-16 00:00:00+00:00,3600.434091366268,3602.2965089512563,3558.443479385496,3584.773193359375,196300
2024-08-19 00:00:00+00:00,3582.4558685049255,3670.885050045231,3576.43305888622,3667.140625,198100
2024-08-20 00:00:00+00:00,3657.372880051604,3684.4752777133413,3631.0136598463396,3667.62548828125,176000
2024-08-21 00:00:00+00:00,3667.6256391873267,3709.764987724168,3648.4478873013336,3702.791259765625,261600
2024-08-22 00:00:00+00:00,3717.075577068655,3755.460587704522,3717.075577068655,3732.59814453125,173900
2024-08-23 00:00:00+00:00,3743.682421634436,3816.9358270811817,3724.019295036946,3794.499267578125,223300
2024-08-26 00:00:00+00:00,3805.811570428352,3821.9779173810566,3749.10081758946,3762.116943359375,219200
2024-08-27 00:00:00+00:00,3762.74133144882,3864.8306557378346,3762.74133144882,3844.89013671875,236300
2024-08-28 00:00:00+00:00,3841.4726254605457,3874.7264930823553,3823.969138823919,3861.52197265625,232200
2024-08-29 00:00:00+00:00,3878.1242031785887,3892.7551023422056,3845.7124253213515,3854.162109375,224000
2024-08-30 00:00:00+00:00,3893.0819861712607,3903.136285296979,3849.1000503002715,3872.408447265625,239600
2024-09-03 00:00:00+00:00,3839.5014962742916,3868.6443090572147,3762.434253637356,3777.857666015625,276700
2024-09-04 00:00:00+00:00,3740.5918666817215,3772.706663760528,3733.9847694989408,3763.4248046875,219600
2024-09-05 00:00:00+00:00,3718.927841454694,3754.2122057965025,3697.135062617491,3746.2578125,212300
2024-09-06 00:00:00+00:00,3750.239070239219,3767.316765614874,3674.611631193609,3704.775390625,283100
2024-09-09 00:00:00+00:00,3722.8158919068637,3781.892132176185,3692.0963051432614,3775.8056640625,241000
2024-09-10 00:00:00+00:00,3791.166054639508,3810.1000651079135,3750.9346154199297,3807.5087890625,174900
2024-09-11 00:00:00+00:00,3808.6802163916186,3808.6802163916186,3692.851149838709,3800.2109375,245400
2024-09-12 00:00:00+00:00,3807.06196157025,3867.746542521302,3786.717657424165,3843.133056640625,186200
2024-09-13 00:00:00+00:00,3868.2527812303647,3910.5989319902246,3866.773402670784,3904.582275390625,159700
2024-09-16 00:00:00+00:00,3921.8684010243232,3971.0258042734904,3902.0108395001494,3950.661865234375,180500
2024-09-17 00:00:00+00:00,3971.512386946739,4018.6641580646888,3956.6192154956884,4013.64013671875,173900
2024-09-18 00:00:00+00:00,4021.1562458162666,4044.826546636562,3989.8905246035133,3999.61083984375,136000
2024-09-19 00:00:00+00:00,4074.5331987980476,4075.7549042726114,3969.367870420456,3988.897705078125,298600
2024-09-20 00:00:00+00:00,3981.1133247779444,4038.491787103734,3957.1851087837,4035.06640625,443900
2024-09-23 00:00:00+00:00,4035.06633391826,4075.635437700512,4001.983569417756,4067.90087890625,253700
2024-09-24 00:00:00+00:00,4098.601006142963,4153.000838804827,4055.8078608864794,4147.80810546875,216000
2024-09-25 00:00:00+00:00,4147.807554870138,4151.332077915794,4119.282188778892,4145.9609375,196700
2024-09-26 00:00:00+00:00,4180.304903966339,4242.448991033764,4167.000433974832,4238.537109375,213900
2024-09-27 00:00:00+00:00,4238.605964580937,4240.572328472632,4200.926534594156,4217.84521484375,162600
2024-09-30 00:00:00+00:00,4190.094668621079,4198.256340407332,4153.338299757501,4182.1220703125,217800
2024-10-01 00:00:00+00:00,4197.888412049872,4197.888412049872,4056.1053774671514,4071.783203125,238500
2024-10-02 00:00:00+00:00,4071.7836122379445,4099.236596226925,4043.238122917247,4095.632080078125,164500
2024-10-03 00:00:00+00:00,4050.942533691491,4084.2437030101073,4032.05797337022,4074.890869140625,120600
2024-10-04 00:00:00+00:00,4135.098439820364,4166.910290442015,4104.875290995279,4157.87548828125,167600
2024-10-07 00:00:00+00:00,4146.129761653349,4225.966755653162,4129.836477783847,4140.12255859375,184500
2024-10-08 00:00:00+00:00,4150.230790445597,4229.661044808192,4150.230790445597,4203.0322265625,160900
2024-10-09 00:00:00+00:00,4198.881299647236,4274.111689357255,4197.163640002169,4261.4326171875,153900
2024-10-10 00:00:00+00:00,4258.453919058558,4277.318601842917,4236.849125586053,4257.6796875,124400
2024-10-11 00:00:00+00:00,4269.375622711786,4297.712401094269,4247.393166900032,4254.21435546875,125000
2024-10-14 00:00:00+00:00,4266.814150373606,4287.436248016046,4253.589188538307,4267.1123046875,139800
2024-10-15 00:00:00+00:00,4247.879937128514,4340.038703958423,4244.066955718601,4277.09033203125,182800
2024-10-16 00:00:00+00:00,4269.783020455957,4324.897450504134,4248.37651066762,4306.38037109375,124000
2024-10-17 00:00:00+00:00,4328.94877268055,4363.650058254631,4325.990015159264,4339.64208984375,148700
2024-10-18 00:00:00+00:00,4339.6416070812065,4346.591753420141,4303.629900872894,4319.83349609375,146100
2024-10-21 00:00:00+00:00,4292.440224223673,4344.943500029508,4292.440224223673,4332.64208984375,132300
2024-10-22 00:00:00+00:00,4300.8797211030915,4363.699136251933,4299.995923871976,4346.6015625,124200
2024-10-23 00:00:00+00:00,4323.09016687322,4339.214253383817,4240.184854446383,4282.29248046875,177800
2024-10-24 00:00:00+00:00,4269.454951709899,4310.371415726332,4258.781513100148,4307.82958984375,159800
2024-10-25 00:00:00+00:00,4343.841089761335,4343.841089761335,4303.292108874322,4316.8544921875,149600
2024-10-28 00:00:00+00:00,4348.796101049017,4348.796101049017,4289.312622782674,4316.62646484375,215300
2024-10-29 00:00:00+00:00,4301.356182058875,4409.242466205702,4301.356182058875,4396.00732421875,201900
2024-10-30 00:00:00+00:00,4353.770626076267,4445.989030989031,4353.770626076267,4432.138671875,320700
2024-10-31 00:00:00+00:00,4700.285494561949,4822.012461322733,4610.757743012551,4642.94677734375,514000
2024-11-01 00:00:00+00:00,4635.747781682361,4756.005291763548,4635.747781682361,4715.287109375,519700
2024-11-04 00:00:00+00:00,4738.004489296603,4790.636723473986,4694.575769485156,4742.4423828125,200000
2024-11-05 00:00:00+00:00,4736.028150149629,4880.998036983329,4736.028150149629,4879.9755859375,385200
2024-11-06 00:00:00+00:00,5000.769498567587,5024.459433384848,4906.932340818184,4965.57177734375,272300
2024-11-07 00:00:00+00:00,4977.515614227808,4981.288356368089,4878.048930575891,4885.8232421875,335200
2024-11-08 00:00:00+00:00,4887.770569578686,4940.16477054188,4887.770569578686,4908.06494140625,282400
2024-11-11 00:00:00+00:00,4900.845424288691,5033.334996058985,4900.845424288691,5029.32373046875,175400
2024-11-12 00:00:00+00:00,4993.193444886376,5014.76915047726,4960.627238537237,4987.14697265625,311500
2024-11-13 00:00:00+00:00,4962.404283533725,4998.108137913868,4936.937059591578,4951.91943359375,199300
2024-11-14 00:00:00+00:00,4922.6896101170005,4959.435795819915,4916.68289154532,4935.5771484375,242100
2024-11-15 00:00:00+00:00,4934.603857088136,4944.313991002326,4897.370930601051,4939.7568359375,235600
2024-11-18 00:00:00+00:00,4933.998920354048,4993.6113636845685,4895.832742175463,4982.0439453125,229200
2024-11-19 00:00:00+00:00,4958.23379730926,4958.23379730926,4901.947603540718,4941.5439453125,204600
2024-11-20 00:00:00+00:00,4931.436402633999,4983.304096890866,4872.081884721838,4980.703125,167400
2024-11-21 00:00:00+00:00,5014.649471800488,5174.5425795943875,4980.71272810357,5173.8076171875,242700
2024-11-22 00:00:00+00:00,5165.487628867788,5178.851728170372,5104.226861397966,5140.2783203125,246600
2024-11-25 00:00:00+00:00,5175.873342760944,5199.702416274518,5037.545745543993,5072.4453125,444500
2024-11-26 00:00:00+00:00,5073.607134139039,5177.859335525458,5073.607134139039,5177.58154296875,162700
2024-11-27 00:00:00+00:00,5150.74326812564,5192.751994926433,5124.243412201782,5185.95068359375,171100
2024-11-29 00:00:00+00:00,5140.487353117686,5192.752593358805,5140.487353117686,5164.93212890625,132700
2024-12-02 00:00:00+00:00,5169.329904896162,5195.918963402955,5148.111986496885,5187.072265625,205900
2024-12-03 00:00:00+00:00,5187.073048689986,5220.751881477984,5167.1064056064,5177.24365234375,195900
2024-12-04 00:00:00+00:00,5162.965589842123,5211.288884438456,5125.007883368951,5205.818359375,203200
2024-12-05 00:00:00+00:00,5216.462298744245,5292.040296403382,5162.966142832568,5250.27978515625,183700
2024-12-06 00:00:00+00:00,5231.194546782452,5307.9719689743315,5231.194546782452,5271.3134765625,188300
2024-12-09 00:00:00+00:00,5211.304260674823,5251.3833721008405,5113.920576309912,5121.3994140625,273000
2024-12-10 00:00:00+00:00,5145.665562665708,5195.063476560661,5083.577273993744,5156.93359375,254700
2024-12-11 00:00:00+00:00,5224.550798681177,5266.549512935951,5190.199913011029,5264.013671875,196400
2024-12-12 00:00:00+00:00,5270.975358660722,5308.01165257419,5226.86813754746,5240.07568359375,147500
2024-12-13 00:00:00+00:00,5211.303728839839,5231.602111162707,5185.048402594612,5198.9814453125,164100
2024-12-16 00:00:00+00:00,5178.126775980297,5202.750948572068,5113.035008556098,5123.9150390625,342500
2024-12-17 00:00:00+00:00,5100.911697604647,5148.897462745887,5081.856469462015,5126.7294921875,220500
2024-12-18 00:00:00+00:00,5126.729831885075,5138.972476852846,4912.797975658564,4916.27880859375,316300
2024-12-19 00:00:00+00:00,4969.714317578319,4993.165262937473,4919.749216321504,4953.12548828125,278200
2024-12-20 00:00:00+00:00,4928.2928827046435,5057.361958206984,4928.2928827046435,5020.9423828125,463800
2024-12-23 00:00:00+00:00,5039.042890770656,5043.61779701561,4977.710690501292,5035.39306640625,165200
2024-12-24 00:00:00+00:00,5058.415662247943,5094.884765625,5023.030434220255,5094.884765625,78600
2024-12-26 00:00:00+00:00,5066.163674913783,5097.769425788971,5064.910322482211,5068.1328125,68700
2024-12-27 00:00:00+00:00,5032.289755078599,5050.827812201728,4988.659885261059,5009.8037109375,116500
2024-12-30 00:00:00+00:00,4965.159042849923,4989.007699208817,4910.9973267713885,4963.5380859375,147700
2024-12-31 00:00:00+00:00,4962.672834791305,4979.808457239451,4936.079040256483,4941.2109375,105300
2025-01-02 00:00:00+00:00,4963.33922191777,5012.279691444629,4869.853999660277,4898.3173828125,141300
2025-01-03 00:00:00+00:00,4910.739487018375,4934.777535035126,4852.142222759365,4876.99560546875,165500
2025-01-06 00:00:00+00:00,4915.602656590891,4915.602656590891,4819.014392838454,4882.90283203125,278200
2025-01-07 00:00:00+00:00,4854.677831543755,4862.5840031737835,4761.779222274608,4769.8349609375,220300
2025-01-08 00:00:00+00:00,4782.564655107194,4850.530731159567,4759.292898956138,4845.73681640625,266300
2025-01-10 00:00:00+00:00,4782.873404640062,4809.367652644,4674.42078667215,4713.5947265625,306200
2025-01-13 00:00:00+00:00,4684.495241981029,4754.400354153798,4634.798677282242,4737.8115234375,209900
2025-01-14 00:00:00+00:00,4755.643129301416,4782.743898913931,4725.061526894632,4752.6396484375,206100
2025-01-15 00:00:00+00:00,4825.160278601117,4872.708513266449,4789.3375167870245,4803.19140625,230300
